point_id,seg_id,lat,lon,can_type,prj_name
SEG_a1c305460e_033,SEG_a1c305460e,10.567216418032109,79.31152374595764,Branch Canal,Cauvery Mettur
SEG_138347af3c_034,SEG_138347af3c,10.997715069617993,79.2553948363414,Minor,Pullambadi Canal
SEG_a6bc0c4e9c_041,SEG_a6bc0c4e9c,10.812618672374017,78.71602120279212,Main Canal,Kattalai
SEG_c60cbfef2b_087,SEG_c60cbfef2b,10.750105695033357,78.6117149014495,Main Canal,Kattalai
SEG_aa94cb0ab4_009,SEG_aa94cb0ab4,11.358299188267136,79.55936086346992,Minor,Lower Colleron Anicut System
SEG_bb172f96d3_004,SEG_bb172f96d3,10.93193507399016,78.90909893959343,Minor,Pullambadi Canal
SEG_d703f4c9a0_038,SEG_d703f4c9a0,10.661899954021292,79.22682531807887,Branch Canal,Cauvery Mettur
SEG_f2fafdf6e9_049,SEG_f2fafdf6e9,10.53582370416209,79.30312856050423,Distributary,Cauvery Mettur
SEG_a1c305460e_032,SEG_a1c305460e,10.568204306625663,79.30998437534637,Branch Canal,Cauvery Mettur
SEG_f2fafdf6e9_118,SEG_f2fafdf6e9,10.44726205071954,79.36234406717514,Distributary,Cauvery Mettur
SEG_a1c305460e_061,SEG_a1c305460e,10.538862854563652,79.34712677624569,Branch Canal,Cauvery Mettur
SEG_edd9d7381d_007,SEG_edd9d7381d,11.125053517821502,79.48016571596865,Distributary,Cauvery Delta System
SEG_83c2fdf8de_005,SEG_83c2fdf8de,10.65173273042274,79.23971962009192,Distributary,Cauvery Mettur
SEG_a1c305460e_007,SEG_a1c305460e,10.58641588525298,79.26999413326784,Branch Canal,Cauvery Mettur
SEG_fef0b61042_004,SEG_fef0b61042,11.241627072774213,79.65615632103494,Distributary,Lower Colleron Anicut System
SEG_62ceafc79e_037,SEG_62ceafc79e,11.297350894876123,79.65859120055362,Main Canal,Lower Colleron Anicut System
SEG_a1c305460e_019,SEG_a1c305460e,10.582772891081389,79.29163280459775,Branch Canal,Cauvery Mettur
SEG_bb2d083299_005,SEG_bb2d083299,10.93745557321212,79.00148397351832,Distributary,Pullambadi Canal
SEG_a1c305460e_008,SEG_a1c305460e,10.585792225302034,79.27171111454172,Branch Canal,Cauvery Mettur
SEG_685ff0249e_004,SEG_685ff0249e,10.936767845312112,78.9737418971223,Minor,Pullambadi Canal
SEG_da34fcab83_015,SEG_da34fcab83,10.626642960586766,79.24106208507347,Branch Canal,Cauvery Mettur
SEG_401afa7a54_030,SEG_401afa7a54,10.744104900708388,79.22727387603884,Distributary,Cauvery Mettur
SEG_320fb56811_016,SEG_320fb56811,10.928098986830928,78.75276055102987,Main Canal,Pullambadi Canal
SEG_185d2295bb_005,SEG_185d2295bb,10.925170239833056,78.91922767900807,Distributary,Pullambadi Canal
SEG_f2fafdf6e9_031,SEG_f2fafdf6e9,10.55133776584844,79.2822042285961,Distributary,Cauvery Mettur
SEG_ea27f9c330_044,SEG_ea27f9c330,11.16974621507508,79.52987644125561,Minor,Cauvery Delta System
SEG_7704d19b24_011,SEG_7704d19b24,11.344727494369655,79.60567890240937,Minor,Lower Colleron Anicut System
SEG_a1c305460e_030,SEG_a1c305460e,10.570890966811277,79.30754371545014,Branch Canal,Cauvery Mettur
SEG_a1c305460e_056,SEG_a1c305460e,10.544008899551528,79.34013462206913,Branch Canal,Cauvery Mettur
SEG_121ad386ef_148,SEG_121ad386ef,10.927678566513991,78.81232884863944,Main Canal,Pullambadi Canal
SEG_39fd14b825_052,SEG_39fd14b825,11.190287276832487,79.52689329686598,Main Canal,Lower Colleron Anicut System
SEG_f2fafdf6e9_142,SEG_f2fafdf6e9,10.414303914223243,79.38431910087671,Distributary,Cauvery Mettur
SEG_3783821264_002,SEG_3783821264,10.732612249523884,78.70743332138643,Main Canal,Kattalai
SEG_073be8e241_053,SEG_073be8e241,11.22187526341258,79.61038182696718,Main Canal,Lower Colleron Anicut System
SEG_a1c305460e_003,SEG_a1c305460e,10.592003356997324,79.26562182659829,Branch Canal,Cauvery Mettur
SEG_d703f4c9a0_006,SEG_d703f4c9a0,10.71474295602559,79.21741459434422,Branch Canal,Cauvery Mettur
SEG_079fe720bb_015,SEG_079fe720bb,11.334377829511876,79.60632275803624,Minor,Lower Colleron Anicut System
SEG_f94e1ebbc4_000,SEG_f94e1ebbc4,10.739607393757728,78.73809617766287,Minor,Kattalai
SEG_a1c305460e_109,SEG_a1c305460e,10.482780280933644,79.40548638306366,Branch Canal,Cauvery Mettur
SEG_c60cbfef2b_424,SEG_c60cbfef2b,10.956744624764266,78.24321996345165,Main Canal,Kattalai
SEG_ea27f9c330_024,SEG_ea27f9c330,11.14495683925512,79.51388483737534,Minor,Cauvery Delta System
SEG_cac7a169c7_045,SEG_cac7a169c7,10.706732119424396,78.88116605567689,Main Canal,Kattalai
SEG_86f3014737_001,SEG_86f3014737,10.926232469899649,78.9916727647197,Minor,Pullambadi Canal
SEG_edd59143a1_006,SEG_edd59143a1,10.733185965155936,78.76842665211186,Main Canal,Kattalai
SEG_edd9d7381d_004,SEG_edd9d7381d,11.120011084255028,79.47797841438286,Distributary,Cauvery Delta System
SEG_88870b49a3_077,SEG_88870b49a3,11.185389369709185,79.58279335932502,Main Canal,Cauvery Delta System
SEG_f2fafdf6e9_011,SEG_f2fafdf6e9,10.577540654523476,79.26337561053715,Distributary,Cauvery Mettur
SEG_f2fafdf6e9_174,SEG_f2fafdf6e9,10.371382973204772,79.4140195632413,Distributary,Cauvery Mettur
SEG_c60cbfef2b_094,SEG_c60cbfef2b,10.75798033782214,78.60272028898576,Main Canal,Kattalai
SEG_2b63e0dfb7_003,SEG_2b63e0dfb7,10.959388210804024,78.89245580053279,Distributary,Pullambadi Canal
SEG_c60cbfef2b_390,SEG_c60cbfef2b,10.933845069109548,78.2954755891084,Main Canal,Kattalai
SEG_a1c305460e_082,SEG_a1c305460e,10.513443383386315,79.37082972274098,Branch Canal,Cauvery Mettur
SEG_c60cbfef2b_321,SEG_c60cbfef2b,10.917203395857422,78.3923114797931,Main Canal,Kattalai
SEG_da34fcab83_032,SEG_da34fcab83,10.602645603786424,79.25158838811089,Branch Canal,Cauvery Mettur
SEG_f2fafdf6e9_075,SEG_f2fafdf6e9,10.513021923780377,79.34179679135185,Distributary,Cauvery Mettur
SEG_ea27f9c330_018,SEG_ea27f9c330,11.142568030064048,79.50387147548973,Minor,Cauvery Delta System
SEG_f9f9b10fbf_004,SEG_f9f9b10fbf,10.723445412922914,78.7367314538331,Distributary,Kattalai
